task,accuracy_delta
1,0.0
2,-0.009999990463256836
3,0.0
4,-0.04938271641731262
5,0.027777791023254395
6,0.011834323406219482
7,0.0
8,0.00309598445892334
9,-0.028537452220916748
10,-0.1648351550102234
11,0.009999990463256836
12,0.0
13,-0.027777791023254395
14,0.12000000476837158
15,0.00888890027999878
16,0.03555554151535034
17,0.04000002145767212
18,0.024943292140960693
19,0.028571486473083496
20,0.019999980926513672
21,-0.06172835826873779
22,0.0
23,0.0
24,0.029999971389770508
25,0.0
26,0.01038062572479248
27,-0.2549019455909729
28,-0.04938274621963501
29,0.0250626802444458
30,0.029999971389770508
31,-0.034722208976745605
32,-0.030000030994415283
33,-0.04081633687019348
34,0.06072872877120972
35,0.02076125144958496
36,0.08173078298568726
37,-0.8051947951316833
38,-0.05128204822540283
39,-0.03125
40,-0.07500004768371582
41,0.03333330154418945
42,0.0
43,-0.5199999623000622
44,0.06999999284744263
45,0.06508874893188477
46,-0.43209874629974365
47,-0.06749999523162842
48,-0.029999971389770508
49,-0.019999980926513672
50,0.026666641235351562
51,-0.05444443225860596
52,0.0
53,0.049382686614990234
54,0.024793386459350586
55,-0.013888895511627197
56,0.15972226858139038
57,0.015625
58,-0.6299999952316284
59,0.029411792755126953
60,0.10227268934249878
61,-0.1199999451637268
62,0.020000040531158447
63,-0.019607841968536377
64,-0.1066666841506958
65,-0.005952358245849609
66,-0.06666666269302368
67,-0.16999995708465576
68,0.017751455307006836
69,-0.8037189841270447
70,0.04487180709838867
71,-0.6049382984638214
72,-0.009090900421142578
73,-0.09243696928024292
74,0.0
75,0.3199999928474426
76,-0.07438012957572937
77,-0.020202040672302246
78,0.020833313465118408
79,0.08641976118087769
80,-0.2399999499320984
81,0.06000000238418579
82,0.0329861044883728
83,0.0
84,0.0
85,0.029999971389770508
86,0.007575809955596924
87,-0.07407402992248535
88,-0.02222222089767456
89,0.009999990463256836
90,0.04000002145767212
91,-0.004166662693023682
92,-0.06666666269302368
93,0.027272701263427734
94,0.09259259700775146
95,0.012345671653747559
96,-0.18518519401550293
97,0.4444444477558136
98,-0.003367006778717041
99,-0.2569444179534912
100,0.014005601406097412
101,0.061224520206451416
102,0.007936537265777588
103,-0.04285711050033569
104,-0.7199999690055847
105,-0.08163264766335487
106,-0.36666668206453323
107,0.0
108,0.08000004291534424
109,-0.111111119389534
110,-0.010000050067901611
111,-0.04040402173995972
112,0.023529410362243652
113,0.03024578094482422
114,0.1300000548362732
115,-0.4449760913848877
116,0.0
117,-0.37190081179142
118,0.020000040531158447
119,-0.20888888835906982
120,0.03125
121,-0.5108359158039093
122,-0.5625
123,-0.2799999713897705
124,-0.2265625
125,-0.2380952537059784
126,-0.0476190447807312
127,0.04000002145767212
128,0.0225563645362854
129,0.08163267374038696
130,0.07407402992248535
131,0.0
132,0.0
133,0.020000040531158447
134,0.00641024112701416
135,-0.06000000238418579
136,0.024691343307495117
137,-0.222222238779068
138,-0.0625
139,-0.03125
140,0.026666641235351562
141,-0.1111111119389534
142,0.019607841968536377
143,-0.2849999964237213
144,0.011764705181121826
145,-0.011834323406219482
146,-0.550000011920929
147,-0.004437863826751709
148,0.039999961853027344
149,0.07555556297302246
150,-0.039999961853027344
151,0.04910719394683838
152,0.04621851444244385
153,-0.3333333134651184
154,0.0
155,0.10000002384185791
156,0.0045351386070251465
157,0.027777791023254395
158,0.017857134342193604
159,0.009999990463256836
160,0.005540132522583008
161,0.039999961853027344
162,-0.17888891696929932
163,0.03555554151535034
164,0.009999990463256836
165,-0.1274999976158142
166,-0.15000003576278687
167,-0.2638888955116272
168,-0.009999990463256836
169,-0.01777780055999756
170,0.019298255443572998
171,-0.14000001549720764
172,0.04591834545135498
